@relation 'KDDTest34Validation'
@attribute 'duration' real
@attribute 'src_bytes' real
@attribute 'dst_bytes' real
@attribute 'land' {0,1}
@attribute 'wrong_fragment' real
@attribute 'urgent' real
@attribute 'hot' real
@attribute 'num_failed_logins' real
@attribute 'logged_in' {0,1}
@attribute 'num_compromised' real
@attribute 'root_shell' real
@attribute 'su_attempted' real
@attribute 'num_root' real
@attribute 'num_file_creations' real
@attribute 'num_shells' real
@attribute 'num_access_files' real
@attribute 'num_outbound_cmds' real
@attribute 'is_host_login' {0,1}
@attribute 'is_guest_login' {0,1}
@attribute 'count' real
@attribute 'srv_count' real
@attribute 'serror_rate' real
@attribute 'srv_serror_rate' real
@attribute 'rerror_rate' real
@attribute 'srv_rerror_rate' real
@attribute 'same_srv_rate' real
@attribute 'diff_srv_rate' real
@attribute 'srv_diff_host_rate' real
@attribute 'dst_host_count' real
@attribute 'dst_host_srv_count' real
@attribute 'dst_host_same_srv_rate' real
@attribute 'dst_host_diff_srv_rate' real
@attribute 'dst_host_same_src_port_rate' real
@attribute 'dst_host_srv_diff_host_rate' real
@attribute 'dst_host_serror_rate' real
@attribute 'dst_host_srv_serror_rate' real
@attribute 'dst_host_rerror_rate' real
@attribute 'dst_host_srv_rerror_rate' real
@attribute 'protocol_type' {1,2,3}
@attribute 'service' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70}
@attribute 'flag' {1,2,3,4,5,6,7,8,9,10,11}
@attribute 'xAttack' {0,1}
@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,23,1,1,0,0,0.08,0.05,0,255,23,0.09,0.06,0,0,1,1,0,0,1,50,4,1
11565,565,111864,0,0,0,0,0,1,217,1,2,247,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,8,3,0.38,0.25,0.12,0,0,0,0.12,0.33,1,61,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,11,1,1,0,0,0.11,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,1,25,4,1
0,254,11211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,255,1,0,0.25,0.07,0,0,0,0,1,25,2,0
0,271,494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,255,1,0,0.05,0.03,0,0.01,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,7,0,0,1,1,0.03,0.07,0,255,7,0.03,0.08,0,0,0,0,1,1,1,36,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,255,1,0,1,0.06,0,0,1,0.62,1,25,1,0
0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,19,0.07,0.03,0.07,0,0.01,0,0,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,8,1,1,0,0,0.04,0.05,0,255,8,0.03,0.05,0,0,1,1,0,0,1,34,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0.5,0.75,0,255,2,0.01,0.08,0,0,1,1,0,0,1,31,4,1
0,248,766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,1,0,0.38,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,303,13335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.25,0.2,0,0,1,0,0.4,234,255,1,0,0,0.01,0.01,0.01,0,0,1,25,7,0
0,316,990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,0,22,255,1,0,0.05,0.02,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,7,1,1,0,0,0.07,0.07,0,255,6,0.02,0.06,0,0,1,1,0,0,1,50,4,1
0,167,19827,0,0,0,0,0,1,83,1,2,91,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,21,8,0.29,0.14,0.05,0.25,0.05,0.12,0,0,1,61,9,0
0,242,11675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,44,255,1,0,0.02,0.02,0.02,0,0,0,1,25,2,0
0,277,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,118,1,0,1,0.25,0,0,0,0,2,15,2,1
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0.15,0.07,0,255,5,0.02,0.01,0.02,0,0,0,0,0,2,66,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,12,1,1,0,0,0.08,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,1,7,4,1
0,283,917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,255,1,0,0.5,0.05,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,18,1,1,0,0,0.07,0.06,0,255,18,0.07,0.07,0,0,1,1,0,0,1,53,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,2,1,1,0,0,0.01,0.07,0,255,3,0.01,0.08,0,0,1,1,0,0,1,20,4,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,1,50,5,1
0,245,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,32,255,1,0,0.03,0.02,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,22,1,1,0,0,0.08,0.05,0,255,22,0.09,0.05,0,0,1,1,0,0,1,60,4,1
0,186,690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,9,255,1,0,0.11,0.01,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,18,0,0,1,1,0.17,0.07,0,255,18,0.07,0.06,0,0,0,0,1,1,1,50,1,1
0,302,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,234,0.92,0.02,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,16,1,1,0,0,0.11,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,1,18,4,1
0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,255,17,0.07,0.02,0.07,0,0,0,0,0,3,50,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,3,152,1,0,0.33,0.17,0,0,1,0.93,1,25,1,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,2,14,1,0,1,0.5,0,0,0,0,2,15,2,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,1,1,153,1,0,1,0.5,0,0,0,0,2,15,2,1
0,205,2528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,47,255,1,0,0.02,0.04,0,0,0,0,1,25,2,0
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,219,0,0,0,0,1,0,0,216,122,0.56,0.03,0.56,0,0.01,0,0.29,0,2,16,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,20,1,1,0,0,0.15,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,1,7,4,1
0,46,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,237,0,0,0,0,1,0,0,255,228,0.89,0.01,0,0,0,0,0,0,3,12,2,0
0,44,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,308,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,3,12,2,0
28,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0.33,0.67,0.27,139,133,0.96,0.02,0.01,0,0,0,0,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,12,1,1,0,0,0.05,0.06,0,255,12,0.05,0.06,0,0,1,1,0,0,1,61,4,1
0,304,13204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,48,255,1,0,0.02,0.02,0,0,0,0,1,25,2,0
1,1250,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,103,142,0.61,0.06,0.01,0.01,0,0,0,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,2,0,0,1,1,0.01,0.07,0,255,2,0.01,0.08,0,0,0,0,1,1,1,11,3,1
3083,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.64,0.88,0,0,0,0,0,3,45,2,0
17,1175,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,7,209,1,0,0.14,0.01,0,0,0,0,1,55,2,0
0,283,16588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,66,255,1,0,0.02,0.04,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0.5,1,0,1,3,255,1,0,0.33,0.11,0,0,1,0.78,1,25,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,8,1,1,0,0,0.06,0.07,0,255,1,0,0.08,0,0,1,1,0,0,1,7,4,1
0,44,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,231,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,17,1,1,0,0,0.31,0.07,0,255,17,0.07,0.05,0,0,1,1,0,0,1,50,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,221,1,0,0.24,0.46,0,0,0,0.46,1,1,50,5,1
0,220,536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,172,255,1,0,0.01,0.05,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,17,1,1,0,0,0.08,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0,1,57,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,5,1,1,0,0,0.03,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,1,50,4,1
0,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0.29,240,219,0.91,0.01,0,0,0,0,0.03,0,3,12,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,10,1,1,0,0,0.04,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,1,50,4,1
0,147,18932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0.25,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,15,247,1,0,0.07,0.11,0,0,1,0.4,1,25,1,0
0,382,1503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,237,34513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,29,255,1,0,0.03,0.02,0,0,0,0,1,25,2,0
0,567,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,88,1,0,1,0.02,0,0.01,0,0,1,20,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,14,0,0,1,1,0.05,0.06,0,255,14,0.05,0.06,0,0,0,0,1,1,1,20,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,17,0,0,1,1,0.13,0.07,0,255,17,0.07,0.07,0,0,0,0,1,1,1,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.08,0,0,1,1,0,0,1,6,4,1
98,338,238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,89,255,1,0,0.01,0.07,0,0,0.02,0.02,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,216,1,0,0.25,0.22,0,0,0,0.23,1,1,50,5,1
0,35195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0.04,0,0,0,0.04,0.46,0,176,1,0.01,0.08,0.33,0,0.01,0,0,0,1,45,2,0
0,1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,86,2,0.02,0.05,0.02,0,0,0,0,0,2,16,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10,1,1,0,0,0.09,0.06,0,255,32,0.13,0.05,0,0,1,1,0,0,1,50,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.5,0.2,0,0,1,0,0.4,11,255,1,0,0.18,0.03,0.09,0.01,0,0,1,25,4,0
13288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.69,1,0,0,0,1,1,1,45,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1,0,0,1,1,0,0.07,0,255,1,0,0.09,0,0,0,0,1,1,1,50,1,1
0,370,2113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,1,0,0.12,78,231,1,0,0.01,0.19,0,0,0.08,0.69,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1,1,1,0,0,0,0.07,0,255,1,0,0.07,0,0,1,1,0,0,1,64,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,10,1,1,0,0,0.05,0.06,0,244,10,0.04,0.07,0,0,0.94,1,0,0,1,50,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,21,1,1,0,0,0.1,0.05,0,255,21,0.08,0.05,0,0,1,1,0,0,1,19,4,1
2630,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,0.87,0.98,0,0,0,0,0,3,45,2,0
0,301,354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,187,255,1,0,0.01,0.01,0,0.01,0,0,1,25,2,0
0,243,201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0.17,0.29,0,0,1,0,0.29,18,255,1,0,0.06,0.02,0.06,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,18,0,0,1,1,0.12,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1,1,31,1,1
0,331,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,255,237,0.93,0.02,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,7,1,1,0,0,0.06,0.05,0,255,7,0.03,0.04,0,0,1,1,0,0,1,50,4,1
0,288,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,1,0,0,44,255,1,0,0.02,0.02,0,0,0,0,1,25,2,0
0,212,1709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,1,0,0.25,32,255,1,0,0.03,0.01,0,0,0,0,1,25,2,0
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,381,0,0,0,0,1,0,0,255,172,0.67,0.02,0.67,0,0,0,0.25,0,2,16,2,1
0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,1,0,0.15,90,89,0.99,0.02,0.01,0,0,0,0,0,3,12,2,0
1,1403,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,59,177,0.71,0.07,0.02,0.01,0,0,0,0,1,55,2,0
3301,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,2,0.01,0.62,0.96,0,0,0,0,0,3,45,2,0
0,230,43800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,1,1,0,0,0.01,0.08,0,255,1,0,0.08,0,0,1,1,0,0,1,67,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.06,0,0,1,1,0,0,1,50,4,1
0,301,1364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,0.18,94,255,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,2,28,1,0,1,0.54,0,0,0,0,2,15,2,1
0,26408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0.12,0,0,0,0.12,0.75,0,102,1,0.01,0.09,0.43,0,0.01,0,0.01,0,1,45,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,20,1,1,0,0,0.15,0.05,0,255,1,0,0.07,0,0,1,1,0,0,1,42,4,1
0,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,215,93,0.43,0.01,0.43,0,0,0.01,0,0,1,20,2,0
0,1186,437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,52,0.2,0.07,0,0,0.62,0,0.01,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,20,1,1,0,0,0.13,0.05,0,255,10,0.04,0.07,0,0,1,1,0,0,1,20,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.31,0.28,0,0,0,0.29,1,1,50,1,1
1,928,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,98,74,0.76,0.05,0.01,0,0.01,0.01,0,0,1,55,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,18,0,0,1,1,0.12,0.05,0,255,18,0.07,0.06,0,0,0,0,1,1,1,33,1,1
26070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.71,1,0,0,0,1,1,1,50,5,1
3,1996,338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,57,214,0.86,0.05,0.02,0.01,0,0,0,0,1,55,2,0
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,213,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,16,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,13,1,1,0,0,0.06,0.08,0,255,13,0.05,0.07,0,0,1,1,0,0,1,22,4,1
2550,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,4,0.02,0.42,0.71,0,0,0,0,0,3,45,2,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,214,214,1,0,1,0,0,0,0,0,2,15,2,0
0,230,9542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,136,255,1,0,0.01,0.02,0.01,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1,1,1,0,0,0.01,0.06,0,255,1,0,0.06,0,0,1,1,0,0,1,7,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,0,0,0.25,0.38,0,255,11,0.04,0.09,0,0,1,1,0,0,1,41,4,1
0,300,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,0,0.1,167,255,1,0,0.01,0.01,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,23,1,1,0,0,0.09,0.05,0,255,23,0.09,0.05,0,0,1,1,0,0,1,19,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,15,1,1,0,0,0.11,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,1,50,4,1
0,44,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,149,0,0,0,0,0.99,0.03,0.01,255,213,0.84,0.02,0,0,0,0,0,0,3,12,2,0
1,1392,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,33,154,0.67,0.15,0.03,0.01,0,0,0,0,1,55,2,0
0,323,2052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,196,137,0.7,0.02,0.01,0,0,0,0.7,1,1,25,1,0
15,1338,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,222,148,0.57,0.02,0,0.01,0,0,0,0,1,55,2,0
0,296,1295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,238,255,1,0,0,0.01,0.01,0.01,0,0,1,25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,1,1,0,0,0.39,0.33,0,255,7,0.03,0.09,0,0,1,1,0,0,1,40,4,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,2,226,1,0,1,0.5,0,0,0,0,2,15,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,8,1,1,0,0,0.03,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,1,50,4,1
32,110,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,96,74,0.77,0.02,0.77,0,0,0,0,0,3,12,2,0
0,256,791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,241,0.95,0.01,0,0,0,0,0.02,0.02,1,25,2,0
0,9210,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,89,56,0.47,0.07,0.01,0.04,0,0,0,0,1,55,2,0
0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,138,0,0,0,0,0.99,0.01,0,255,254,1,0.01,0.01,0,0,0,0,0,3,12,2,0
2671,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0.33,0.5,0,255,2,0.01,0.4,0.89,0,0,0,0,0,3,45,2,0
0,299,1443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,1,0,0,35,255,1,0,0.03,0.07,0,0,0,0,1,25,2,0
0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,15,0.06,0.03,0.06,0,0,0,0.01,0,1,20,2,0
0,1930,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,25,18,0.72,0.16,0.04,0,0,0,0,0,1,55,2,0
0,1334,339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,184,243,0.96,0.01,0.01,0.01,0,0,0,0,1,55,2,0
0,340,805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,0,218,255,1,0,0,0.01,0,0,0,0,1,25,2,0
0,1049,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,198,143,0.72,0.03,0.01,0,0,0,0,0,1,55,2,0
0,44,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,3,12,2,0
0,189,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,34,0,0,0,0,1,0,0.06,154,255,1,0,0.01,0.02,0,0,0,0,1,25,2,0
0,299,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1,25,2,0
0,1436,433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22,199,0.77,0.18,0.05,0.01,0,0,0,0,1,55,2,0
0,280,885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,255,255,1,0,0,0,0,0,0,0,1,25,2,0
5,1266,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,232,172,0.69,0.02,0,0.01,0,0,0,0,1,55,2,0
0,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0.2,0.4,0,255,232,0.91,0.01,0,0,0,0,0,0,3,50,2,0
0,276,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,1,0,0.18,186,255,1,0,0.01,0.02,0,0,0.01,0.02,1,25,2,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,1,0,1,1,23,1,0,1,0.52,0,0,0,0,2,15,2,1
0,227,20791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.25,0.25,0,0,1,0,0,4,255,1,0,0.25,0.06,0.25,0.01,0,0,1,25,2,0
